id;name;bezeichnung;zusammenfassung;start;ende;gesamt;satz;kofinanzierung;plz;land;themenfeld
6288;"KHS Kirchhofschmiede gGmbH";"MSA XVIII: Deine Chance - Deine Zukunft";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-24;2021-08-06;226.086;49,93%;113.19;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6291;"Comhard Ges. f. Bildung und Personalentwicklung mbH";"Büroassistenz in Teilzeit - digitale Kompetenzen für den Arbeitsmarkt 4.0";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-17;2021-04-16;143.034;49,93%;71.61;10367;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6294;"WIPA GmbH";"Vorbereitung auf eine Ausbildung/Weiterbildung zum Erzieher/ zur Erzieherin";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-24;2021-05-03;113.504;49,93%;56.826;10367;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6297;"BBIZ - Berliner Bildungs- und Integrationszentrum GmbH";"DAI 15-Duale ArbeitsmarktIntegration: externer MSA, Xpert Business Zertifikate; Berufsorientierung";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-07-31;295.296;49,93%;147.84;13403;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6300;"Grone Bildungszentren Berlin gGmbH";"MSA-Erfolgreicher Abschluss MD";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-31;2021-06-23;230.084;49,93%;115.192;12435;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6303;"LOK.a.Motion Gesellschaft zur Förderung lokaler Entwicklungspotentiale mbH";"Co-Creation Gemeinsam Potentiale entdecken und entfalten";"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 &bdquo;PEB - innovative Modellprojekte&ldquo;. Zweck ist die modellhafte Erprobung neuer Handlungsansätze, die zur Verbesserung der sozialen Integration und Beschäftigungsfähigkeit von besonders arbeitsmarktfernen Personen auf bezirklicher Ebene führen.
Mit Hilfe konkreter Unterstützungsangebote, wie der Entwicklung von Handlungsoptionen, Wissen über Hilfs- und Unterstützungsangebote, Berufliches Coaching und Mentoring wird der berufliche Wiedereinstieg begleitet. Eines der Kernziele des Projekts ist es, die Möglichkeit zur sozialen Teilhabe der Teilnehmenden durch Gruppen- und Netzwerkaktivitäten zu erweitern.";2020-09-01;2023-08-31;496.751;50%;163.49;10243;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
6306;"EmPATI gGmbH";"Lemon - Eine Qualifikationsreihe für Migrantinnen";"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 &bdquo;PEB - innovative Modellprojekte&ldquo;. Zweck ist die modellhafte Erprobung neuer Handlungsansätze, die zur Verbesserung der sozialen Integration und Beschäftigungsfähigkeit von besonders arbeitsmarktfernen Personen auf bezirklicher Ebene führen.
Das  Ziel des Projekts ""FäMis"" ist die Erhöhung der Beschäftigungsfähigkeit und Stärkung der sozialen Integration der Teilnehmerinnen. Durch das Projekt erhalten die Teilnehmenden Qualifizierungen für die Berufe Köchin, Restaurantfachfrau, Bäckerin, Konditorin und lernen, die erworbenen Kompetenzen in bisher fremden sozialen Milieus anzuwenden. So wird ein Beitrag für die mittelfristige Entlastung des Arbeitsmarkts in Spandau geleistet, da Barrieren für den Zugang von Benachteiligten abgebaut werden und Integration erleichtert wird. Das Projekt leistet einen Beitrag zur inklusiven Gesellschaft der Vielfalt und Chancengleichheit und verändert nachhaltig die  Einstellungen, Kompetenzen, das Handeln und auch die Lebenslagen von Benachteiligten positiv.";2020-10-01;2023-04-30;388.342;50%;158.707;10715;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
6309;"bildungsmarkt vulkan & waldenser gmbh";"Komm in die Gänge - Fahrradwerkstatt Lichtenberg";"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 &bdquo;PEB - innovative Modellprojekte&ldquo;. Zweck ist die modellhafte Erprobung neuer Handlungsansätze, die zur Verbesserung der sozialen Integration und Beschäftigungsfähigkeit von besonders arbeitsmarktfernen Personen auf bezirklicher Ebene führen.
Ziel des Projekts ist es, arbeitsmarktferne und von sozialer Ausgrenzung betroffene Menschen zu aktivieren, persönlich-sozial zu stabilisieren und ihnen fachliche Kompetenzen rund um die Fahrradtechnik zu vermitteln, um Voraussetzungen für eine berufliche Perspektive zu schaffen. Das wird mit einer Mischung aus fachpraktischer Kenntnisvermittlung und Erprobung in der Fahrradtechnik, sozialpädagogischer Begleitung und Workshops erreicht. Die TN erwerben im Projekt helferähnliche Berufserfahrung in der Arbeit mit Metall im Allgemeinen und in der Fahrradtechnik im Besonderen. Hieraus ergeben sich Perspektiven, die über Praktika oder auch Maßnahmen wie Einstiegsqualifizierungen nicht nur in die Zweiradmechatronik, sondern auch in Berufe der Metallbearbeitung und Metallverarbeitung führen können.";2020-10-01;2023-09-30;418.989;50%;104.747;13156;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
6312;"Grone Bildungszentren Berlin gGmbH";"QvB MSA RS";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-31;2021-06-23;230.084;49,93%;115.192;12435;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6315;"ComFort-Schulungszentrum GmbH";"AIS_SJD04 Schulabschluss - Jetzt durchstarten (Projekttyp 2)";;2020-08-24;2021-06-30;109.954;50%;54.977;13156;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6318;"Studio2B GmbH";"PEB Zukunft mit IT";"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 &bdquo;PEB - innovative Modellprojekte&ldquo;. Zweck ist die modellhafte Erprobung neuer Handlungsansätze, die zur Verbesserung der sozialen Integration und Beschäftigungsfähigkeit von besonders arbeitsmarktfernen Personen auf bezirklicher Ebene führen.
Ziel des Projekts ist es, arbeitssuchende Menschen, die ein Grundinteresse für IT und Technik mitbringen, für Berufe im Bereich IT und Technik fit zu machen und dabei eigene Entwicklungspotentiale auszuloten.Die TN werden in den grundlegendsten Ausbildungsinhalten relevanter Berufe im Bereich IT und Technik vorqualifiziert. Die TN erwerben im Projektverlauf eine klare Vorstellung davon, wie eine Umschulung, Weiterbildung, Ausbildung oder ein Quereinstieg in diesem Sektor inhaltlich und organisatorisch strukturiert ist.";2020-09-01;2023-08-31;498.579;50%;208.481;12099;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
6321;"Chance BJS gGmbH";"Erwerb der (ERWEITERTEN) Berufsbildungsreife (e)BBR, lfd. Nr. 2";;2020-09-01;2021-06-30;119.428;50%;59.714;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6324;"ComFort-Schulungszentrum GmbH";"QvBS_27 MSA - Durchstarten!";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-07-31;192.926;49,93%;96.588;13156;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6327;"Grone Bildungszentren Berlin gGmbH";"QvB MSA CS";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-31;2021-06-23;230.084;49,93%;115.192;12435;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6330;"viadukt GmbH";"Mein Weg zum Arbeitsmarkt - Gastgewerbe";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-24;2021-05-07;107.506;49,93%;53.823;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6333;"Chance BJS gGmbH";"Erwerb der (ERWEITERTEN) Berufsbildungsreife (e)BBR; lfd. Nr. 3";;2020-09-01;2021-06-30;119.428;50%;59.714;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6336;"Chance BJS gGmbH";"Erwerb der (ERWEITERTEN) Berufsbildungsreife (e)BBR; lfd. Nr. 4";;2020-09-01;2021-06-30;119.428;50%;59.714;12681;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6339;"viadukt GmbH";"Mein Weg zum Arbeitsmarkt - Erziehung und Soziales";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-24;2021-04-23;102.892;49,93%;51.513;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6342;"ComFort-Schulungszentrum GmbH";"Learning by Doing - Grundbildung und Beruf (QvBLBD_05)";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-11;2021-03-12;121.809;49,93%;60.984;13156;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6345;"KHS Kirchhofschmiede gGmbH";"Ausbildungsreife und Schulabschluss: Deine Chance - Deine Zukunft";;2020-08-24;2021-06-30;110.088;50%;55.044;10997;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6348;"BBIZ - Berliner Bildungs- und Integrationszentrum GmbH";"DAIS 06-Duale ArbeitsmarktIntegration: externer BBR/eBBR, B2, Xpert Business Zertifikate; Berufsorientierung";;2020-08-24;2021-06-30;166.8;50%;83.4;13403;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6351;"KHS Kirchhofschmiede gGmbH";"Ausbildungsreife und Schulabschluss: Deine Chance - Deine Zukunft";;2020-08-24;2021-06-30;110.088;50%;55.044;10997;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6354;"Chance BJS gGmbH";"Erwerb des Mittleren Schulabschlusses; lfd. Nr. 1";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-07-31;196.864;49,93%;98.56;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6357;"Internationaler Bund - IB Berlin-Brandenburg gGmbH";"QvB, MSA JumBO 2020";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-06-30;246.08;49,93%;123.2;12103;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6360;"P.U.K. a malta gemeinnützige Gesellschaft zur Förderung von Bildung und Beschäftigung mbH";"Berufsorientierung mit Erwerb des Mittleren Schulabschlusses 1";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-31;2021-06-30;233.776;49,93%;117.04;13359;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6363;"Chance BJS gGmbH";"Erwerb des Mittleren Schulabschlusses, lfd. Nr. 2";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-07-31;196.864;49,93%;98.56;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6366;"KHS Kirchhofschmiede gGmbH";"Schreib's und Sprich's - berufsbezogene Sprachförderung und Orientierung zur Herstellung der Ausbildungsreife";;2020-08-31;2021-03-03;62.55;50%;31.275;10997;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6369;"Chance BJS gGmbH";"Erwerb des Mittleren Schulabschlusses, lfd. Nr. 4";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-07-31;196.864;49,93%;98.56;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6372;"ABBV GmbH";"Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Mütter und Alleinerziehende";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-07-10;206.661;49,93%;103.464;12057;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6375;"Chance BJS gGmbH";"Erwerb des Mittleren Schulabchlusses, lfd. Nr. 3";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-07-31;196.864;49,93%;98.56;12681;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6378;"Bulusma ve Danisma Yeri türk kadinlar icin - Treff- und Informationsort für türkische Frauen e. V.";"T Q 2: Schulabschluss";"Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.
Vorbereitung auf die externe Nichtschülerprüfung Berufsbildungsreife und / oder erweiterte Berufsbildungsreife beantragt. Ziel: Mindestens 16 Teilnehmerinnen erwerben das schulische Allgemeinwissen bis zur 9./10.Klasse Integrierte Sekundarschule des Landes Berlin und bereiten sich auf die externen Schulabschlussprüfungen vor.";2020-10-01;2021-12-31;697.316;50%;348.658;12053;DE300;"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
6381;"P.U.K. a malta gemeinnützige Gesellschaft zur Förderung von Bildung und Beschäftigung mbH";"Berufsorientierung mit Erwerb des eBBR/BBR 1";;2020-08-24;2021-06-30;129.436;50%;64.718;13359;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6384;"KHS Kirchhofschmiede gGmbH";"MSA XVII: Deine Chance - Deine Zukunft";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-24;2021-08-06;226.086;49,93%;113.19;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6387;"ABBV GmbH";"Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Mütter und Alleinerziehende";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-07-10;229.623;49,93%;114.961;12057;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6390;"KHS Kirchhofschmiede gGmbH";"MSA XVIII: Deine Chance - Deine Zukunft";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-24;2021-08-06;226.086;49,93%;113.19;10997;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6393;"P.U.K. a malta gemeinnützige Gesellschaft zur Förderung von Bildung und Beschäftigung mbH";"Berufsorientierung mit Erwerb des Mittleren Schulabschlusses 2";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-14;2021-06-30;223.932;49,93%;112.112;13359;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6396;"WIPA GmbH";"Vorbereitung auf eine Ausbildung/Weiterbildung zum Erzieher/ zur Erzieherin";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-24;2021-05-03;113.504;49,93%;56.826;10367;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6399;"ABBV GmbH";"Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Mütter und Alleinerziehende";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-01;2021-07-10;206.661;49,93%;103.464;12057;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6402;"Grone Bildungszentren Berlin gGmbH";"MSA-Erfolgreicher Abschluss MD";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-31;2021-06-23;230.084;49,93%;115.192;12435;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6405;"P.U.K. a malta gemeinnützige Gesellschaft zur Förderung von Bildung und Beschäftigung mbH";"Berufsorientierung mit Erwerb des eBBR/BBR 2";;2020-09-07;2021-06-30;124.766;50%;62.383;13359;DE300;"115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs..."
6408;"Atina gemeinnützige UG (haftungsbeschränkt) Beschäftigungs- und Qualifizierungsgesellschaft";Kompetenzbaukasten;"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 &bdquo;PEB - innovative Modellprojekte&ldquo;. Zweck ist die modellhafte Erprobung neuer Handlungsansätze, die zur Verbesserung der sozialen Integration und Beschäftigungsfähigkeit von besonders arbeitsmarktfernen Personen auf bezirklicher Ebene führen.  Das Projekt &bdquo;Kompetenzbaukasten&ldquo; richtet sich an Menschen, die aufgrund gesundheitlicher und sozialer Einschränkungen (Behinderungen, körperliche und psychische Einschränkungen) bisher trotz vielfältiger Bemühungen vergeblich einen Arbeitsplatz gesucht haben und aus einer langen Phase der Arbeitslosigkeit kommen.  Angesprochen werden mit dem Projekt speziell jene Menschen, welche von der aktuell positiven Entwicklung des Arbeitsmarktes immer noch nicht profitieren. Die Zielgruppe erhält durch die Teilnahme am Projekt die Möglichkeit, sich auszuprobieren, Stärken zu identifizieren und das eigene Leistungsvermögen zu testen und realistisch einzuschätzen. Begleitet wird die Projektteilnahme zudem von einem Workshop-Angebot zu Themen, welche stark an den individuellen Bedarfen der TN orientiert sind und die TN gesundheitlich stabilisieren sollen.";2020-10-01;2022-09-30;389.952;50%;194.976;10963;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
6411;"EmPATI gGmbH";"Lemon - Eine Qualifikationsreihe für Migrantinnen";"Gefördert wird ein Projekt im Rahmen des ESF-Instruments 13 &bdquo;PEB - innovative Modellprojekte&ldquo;. Zweck ist die modellhafte Erprobung neuer Handlungsansätze, die zur Verbesserung der sozialen Integration und Beschäftigungsfähigkeit von besonders arbeitsmarktfernen Personen auf bezirklicher Ebene führen.
Das  Ziel des Projekts ""FäMis"" ist die Erhöhung der Beschäftigungsfähigkeit und Stärkung der sozialen Integration der Teilnehmerinnen. Durch das Projekt erhalten die Teilnehmenden Qualifizierungen für die Berufe Köchin, Restaurantfachfrau, Bäckerin, Konditorin und lernen, die erworbenen Kompetenzen in bisher fremden sozialen Milieus anzuwenden. So wird ein Beitrag für die mittelfristige Entlastung des Arbeitsmarkts in Spandau geleistet, da Barrieren für den Zugang von Benachteiligten abgebaut werden und Integration erleichtert wird. Das Projekt leistet einen Beitrag zur inklusiven Gesellschaft der Vielfalt und Chancengleichheit und verändert nachhaltig die  Einstellungen, Kompetenzen, das Handeln und auch die Lebenslagen von Benachteiligten positiv.";2020-10-01;2023-04-30;388.342;50%;158.707;10715;DE300;"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
6414;"ABT gGmbH - Akademie für berufliches Training";"Assistent/-in für Kinderbetreuung und -pflege / Erzieherhelfer/-in (ABT-Kurs KIB-20.2)";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-09-11;2021-04-23;95.971;49,93%;48.048;10407;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
6417;"Grone Bildungszentren Berlin gGmbH";"QvB MSA RS";"Mit diesem Projekt werden die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.
Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.";2020-08-31;2021-06-23;230.084;49,93%;115.192;12435;DE300;"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
